article_id,consensus_label,agreement
025293fe7a09a2079c96a28e4e8cf3d4,Biased,1.0
025deb58f5191a9aefe777888b464fc4,Biased,0.7692307692307693
02631d0e22455169fb015c44a1d617ac,Biased,0.8
02714d32a855db286cf8cdd3aeb6fbb7,Biased,1.0
0289da30609b3310680ba413a4fec167,Biased,0.6
028c69958e66d3b0a37ca007a1126532,Biased,1.0
028eee5e75fb7bf6c17afc4516ed1b4b,Non-biased,0.8461538461538461
0294a5c8cc6ebbf077ecaa8dd8df59f9,Non-biased,1.0
02ac7460734ef1456010412ebdd83e82,Biased,0.9230769230769231
02b39a6f2cb19ab71301b70f4a7f4662,Biased,0.8
02babcd9c7360df5d38e6ddf6a639827,Biased,1.0
02bcc7b43ef56575696ddcd1f4d89751,Non-biased,1.0
02ccdcbef822bc5ba6269fcc2175e749,Biased,0.9230769230769231
02fa0e079911dbacd3a650256006fa71,Non-biased,0.6153846153846154
030221a7005714a4f814a82f4b594c22,Biased,0.6153846153846154
030c5fcda2682205de70cf044503624b,Biased,0.7692307692307693
03117082c16a95c355cea67863aa823e,Biased,1.0
0337c8775b373cb019be2e2c10653716,Biased,0.8461538461538461
0338e22e951a338eb8842d990630973b,Non-biased,1.0
0343d915afe945122429118b50b80230,Non-biased,0.6
038f303a24bc2cc8de1fad8e6e238b46,Biased,1.0
03afc260548d8caeee30146dc42516fe,Non-biased,0.8
03befb33385b3bb6d1921b7c53f9c412,Non-biased,0.8461538461538461
03cf3171ab6d1f4e3583c718b0dd7a3f,Biased,0.9230769230769231
03d01a401f31077f74ec6e33b9827b72,Biased,0.6153846153846154
03e0e131c76ce98b061477d3eaf50311,Biased,0.5384615384615384
03ec19ff6a78dd7fad09f7bb31c9c7f1,Non-biased,1.0
03ef974f3637d1da8b40188379e56a47,Biased,1.0
03efeea5111aab8f0cad5282860d817c,Biased,0.8461538461538461
0408cf18bc2776ed67c0bf944fccbd39,Non-biased,1.0
040b2f25deefa8f92696afa2c864a69e,Non-biased,0.8
0419111915540a488062c65cce62f89f,Biased,0.6923076923076923
041bdc3a181bed467436c6170cde02df,Biased,1.0
047293d1648a6fb42cdf334778317687,Non-biased,0.6
04873109ba0e005c9b7eb9354940215a,Biased,0.5384615384615384
04916f21e978e1f5440daac526ff1758,Non-biased,0.8
04a6cfa800cc999c50dc175808528b0e,Non-biased,0.5384615384615384
04a71d5d868bc915eb711db9f1b7cb43,Biased,1.0
04ad61ac4ef8351748aeb046eede3adf,Non-biased,0.9230769230769231
04b0ef85f372f08bcc9d61e90b3ba48d,Non-biased,0.8461538461538461
04b25f16a000f67b58c141afe6df1e6a,Biased,1.0
04b3435cb602caba0ff8c3973408d756,Non-biased,0.8461538461538461
04d281636a45c5421c94b7f3c81ceff5,Non-biased,0.5384615384615384
04dff52535fe72340f753185811b8df7,Biased,1.0
04e5080d4735aedef7a0b8775ef1d3ca,Biased,0.8461538461538461
04f958134b4cad586772668f816217a0,Non-biased,0.7692307692307693
05076bab0a5bcaa5d2dfd70bb4f07599,Biased,1.0
051a7f2fdece2f14e61999e52bd2f092,Non-biased,0.6
0527bc4ffb669fd80a3a2ee48af26c81,Non-biased,1.0
0529e025808b431e1f9e38c17cd59769,Non-biased,0.8
052eeb7e74c5f796726088dcf5682f8d,Biased,0.8
054b912b5b7613a85fb6b6a39cc00c97,Biased,1.0
054f4a09239ce32f5e5a0cabf43f3fe9,Biased,1.0
0550f05965c8675ae2e9ea44c282e160,Biased,0.9230769230769231
0564547c0fe74306ea3e806838bf995d,Non-biased,0.8
056cae78a56a33bd2fec3b18e2acec0b,Non-biased,0.8
0574a16f5a590197e244cf43ea1e9bdb,Non-biased,0.7692307692307693
0575f195c592743b0bff4e7735ea9ebc,Non-biased,0.7692307692307693
0589093cdf4bdfc1adbe7786d779a86e,Biased,1.0
05b602c58422f15237bf0fe6d2ab6ece,Biased,0.8
05c6f366027125a19de5caca3066bbee,Non-biased,0.6923076923076923
060d02e23bf1c535e09d7ffaed802673,Non-biased,0.6
0613ced488102a3dd3fe8887ae43923c,Non-biased,0.6923076923076923
063980db5e0cd04e219115ce79656937,Biased,1.0
06482a55593c266265b87254ed1bab25,Non-biased,1.0
0648b6ab0a9922344db2baae598399d2,Non-biased,0.6
0652c2771e8423a226b55e2e30edc2ca,Biased,0.6
066f85450e04e8f6df42f8e06b9a6416,Non-biased,1.0
06783941b2d7288806bb4cc5345c5c3c,Biased,0.5384615384615384
068eeecfdbbf356ad8b518abde7e8fbe,Non-biased,0.7692307692307693
06ade3985ffd5bfbc3b7c35ba6637ca3,Biased,0.8
06d48136d601793960ea74f5ba22f843,Non-biased,1.0
06d6c366287106d8ff4e0f46dd5a9143,Biased,1.0
06dbdbfa324a47fb604aa4fd9084e67c,Biased,0.8
0709e0dce5ff64ac8b57b007bb571dcd,Biased,1.0
070a8fd0c865d6102f462bae500661ad,Biased,0.5384615384615384
0713e70a3b82310902b94c92cd24572f,Biased,0.8
0734c0b94883aed4b8be79ad469a28b0,Biased,1.0
073555fc2c127a8dde8b520148cd6168,Non-biased,0.9230769230769231
0764784308188e8fc1ce0198005e467c,Biased,0.7692307692307693
077c84aee3eee88ac499fbce3456e56b,Non-biased,0.8
078259468923c3b1f2beb994955551d6,Biased,0.6923076923076923
07b06f9e43091369bafc407e05e8dc53,Biased,0.7692307692307693
07c9489a1b90066eaefef5899a4c1fe8,Non-biased,1.0
07cf097fb52316218cac17ba469d28ce,Non-biased,0.6923076923076923
07d441e804cfe2035a6966ad895000b4,Biased,1.0
07d9b787c7ef59eabb1d244b675a00be,Non-biased,0.8
07ea80298fa5ef2276dec4ac9b1710e3,Non-biased,1.0
07f80b802f90c6d304b976d3e68ca0d1,Biased,0.8461538461538461
07fb7bf03f9ce1c7a292d08f7e7c6a06,Biased,1.0
08424d20753245c2229f48b94965b6aa,Non-biased,0.6
0843ede2f19710571e2001ade4601188,Biased,0.6
08505f96d0279b5ddb5987aa60645d34,Biased,0.8
08853f319385fa6673984ddc52c1384b,Biased,1.0
08b49c6e08f1372fcc5c021a59005a8e,Biased,1.0
08b70a147e1784cc4cfa70025866f360,Non-biased,0.9230769230769231
08c1f9c6b87a2679f987f59afb2ced1c,Biased,0.9230769230769231
08deb4888aecd51a4b02e8fc2671e09c,Non-biased,0.8
08e1fce4024308ab1b0daa8fd4b3654b,Non-biased,0.8461538461538461
08e763d08d44f546ce5d2cf15c09ece1,Non-biased,1.0
08e8e7774794f525aef54750a6887883,Biased,0.8
090fc4cf9758ad9355e69f975e1ba956,Biased,0.8461538461538461
0925a0ae5fb317fe0f78d7d0c6ddafa5,Non-biased,0.8461538461538461
09423512ca8305b4723ce96ed14f7ae1,Non-biased,0.6153846153846154
0958053a26c615beb91fa7a195a78436,Biased,1.0
0967d89f3e79c62a9c3a9d26b74c031a,Biased,0.8
09872bbdafa299ccbb74a1c11184c301,Biased,1.0
099db8550319f34923754e98b5b33895,Non-biased,0.6153846153846154
099eb02fa46126d8dcafa1c67de5e5fb,Non-biased,0.5384615384615384
09a58bb9dedf9d97e54bc79857ed7a6f,Non-biased,0.8461538461538461
09bdfbf75aef62627ec4ed18b68da0c2,Biased,0.8
09fab245b84c4ca3ad649534a5d12f64,Non-biased,0.8
09fcac6edcca71af2a31f6e8f31e2810,Biased,0.6
0a1248cd33ddf673ee78cc442e39626e,Non-biased,0.6153846153846154
0a1694c49b60edf6119c51d6645a6bac,Non-biased,0.6
0a2fa085c6002179bc52603e1fbeadfd,Non-biased,0.8461538461538461
0a3aa78c6bd2075d141f6e7a42ba3a3e,Non-biased,0.8
0a3f8c773759cbcf6d83407dfdebe2b7,Non-biased,0.6923076923076923
0a4549914672b7e517e9c2f0fd92910a,Non-biased,0.8461538461538461
0a86299afdaeba389d7cbc983fb4158d,Non-biased,1.0
0a932fc3d0d27f59245eca7f8855a1fc,Biased,1.0
0a9409d52c88b12ef0022b023b7d4d07,Non-biased,0.8
0a9a4e678f7789a939fcd07935f82e26,Non-biased,0.8
0ab55316de9d35e692ae148517f76060,Non-biased,1.0
0adc485eb9f488620a1fe9771afc5b7f,Non-biased,0.6923076923076923
0aead6edf841e0d52ae0b2f738aa58c6,Biased,0.6153846153846154
0aff5f67f9b2305c8c975d30bce83a8d,Biased,0.6153846153846154
0b032833dfb7b8e2574424e63eb2e081,Non-biased,0.8
0b06f52fc1db758d34be175b5764abb6,Biased,1.0
0b108a14f5bb4fabbe090593fc759dc7,Biased,1.0
0b3380a06f18f368704e41a6fd7570c8,Biased,1.0
0b3f6af832f142c44c6264a85a931d58,Non-biased,1.0
0b5749d18b2409e05ce7ce8a122fcb8b,Biased,1.0
0b5885766637e5bf22a5434d94ae1822,Non-biased,1.0
0b5c06dafe7cb0783858763c096adcab,Non-biased,1.0
0b74cef95d9daf562a49d68edf56cf6b,Non-biased,0.8461538461538461
0b846fb8636f5c98386ef0e319680d0f,Non-biased,0.7692307692307693
0ba90f4a207bd8e71ddf8ba0363812ef,Non-biased,1.0
0ba9b45359ba0a172251408ccb0b88b6,Biased,0.9230769230769231
0baa8831e41c6b8d201e4c5a458dbfab,Biased,0.6153846153846154
0baf7c70605be1306e1827522af654ce,Non-biased,1.0
0bcebb642ca005b49c6a7bffe90ca019,Non-biased,1.0
0bd3c06e619dbbed24d5fb818a0346ba,Non-biased,1.0
0be0c856af7df0f2e99cb1fb0d439963,Biased,0.8
0be67f4eb3dd58ec3491f83df4d5973c,Biased,0.8
0be75c93334eb4cff658af69e44f7a3a,Biased,0.6923076923076923
0bf28df31d6b5f98b8ba68a1e3b46416,Biased,0.6
0c11bb115bad549c5364c8d2b8b20c4d,Biased,0.6
0c29f494c5d47f3773a915d28577763b,Non-biased,0.6
0c55fc6cd24e57b91db2683e8bd5a84b,Non-biased,1.0
0c5f4431037184c81b1332552c3a220d,Non-biased,0.7692307692307693
0c6883127e9933367fbacb2bebe1ff34,Biased,1.0
0caf367b33d03016020f34345e2f10dc,Non-biased,1.0
0cc8e96a70b0e5f38f27c7b0776ff180,Non-biased,0.8
0cfdb26dd08085c4788263ff1c3fc946,Non-biased,0.6
0d191ea8d0a4782fdf46559a49a9171b,Biased,0.6
0d1b0408cf050ff3bea8e8c8b42ecadf,Non-biased,0.8
0d1c635f6064b75e23a079441e06154b,Biased,1.0
0d2b5e3d1f95ef3720ba95cde41a3b8d,Non-biased,0.8
0d306774e90c4bc0e1f827fb6d86b4e3,Biased,0.6923076923076923
0d3a7d5133c52267ecd0ccde0f1fd6e5,Biased,0.5384615384615384
0d42f9f4b45ff70fd3258aa5450ecae8,Non-biased,1.0
0d5df8bbd2e2edcfb3d9bcac4b6e3c7d,Non-biased,0.6153846153846154
0d5e3d6b01935d8082c3cdc0fae2c870,Biased,0.6153846153846154
0da00477794803e96724793e618f8eb7,Non-biased,0.8
0dc4ae0209ad064c54cbe236f9f8af02,Non-biased,0.6
0dc63d16069d1978f28d92cc1ee5120d,Biased,1.0
0dcde364b244f453b76235cb48f83c99,Non-biased,1.0
0ddf6bb516049a6603378cee5ebed5b0,Biased,1.0
0df9c155b966d074929675ffece5041d,Non-biased,0.6
0e08ad45d30b862db5296d1b8662c0d9,Non-biased,1.0
0e100f51531409c2e56190d6fdd9ffe8,Biased,0.6923076923076923
0e1b51c6a81329ef5880eb6fad9cfa0d,Biased,0.8461538461538461
0e1e9a7e6cf3f59c659ae304673fde6b,Non-biased,0.8
0e21c6644ae4ac9f6661e770e98b655f,Biased,0.6
0e46b970697986977246d60e01c3abd0,Biased,1.0
0e6ede11033003ef361d057cfff2f746,Biased,1.0
0e84349c30d586c9a410d4d7f06530d4,Biased,0.8461538461538461
0e8765fdbaad9339a38dd30bcb08a0cc,Biased,0.8
0e88d98dd3877c04721646712bef1f64,Non-biased,1.0
0eb4a75c780bc72c8e2ea8417f6bb513,Non-biased,1.0
0eb642798d0e50351a7cef797b944b18,Non-biased,1.0
0f2acd46a0e0c621e12c270fb5b3e6fa,Non-biased,0.8461538461538461
0f2b27d006d2df545f9b185273266560,Biased,0.6
0f3ce7e4a136bd803a9b817d4e13162b,Non-biased,1.0
0f4a13305815a49528033cfad5277c4c,Biased,0.8
0f4bf46135e6386132d6ab4f03af15c9,Biased,0.9230769230769231
0f4ffa046bdcfc4d5481798755194456,Biased,1.0
0f5a35732c9fb106c179136a614f0ab0,Non-biased,0.5384615384615384
0f5cab053a2ac6d55dc762c69d43f6e9,Non-biased,1.0
0f794cbbce6ac7fa7311d13ec05f9d2d,Non-biased,0.6153846153846154
0f887713b6e833bae9aadb8ba9b74a9d,Non-biased,0.9230769230769231
0f895fbbcc9b7bace3bd2e823bbb097c,Non-biased,1.0
0f9830b207d5ac4e8c49d760eb6762da,Biased,0.8
0fab6eea8b6cd77dd13965cbb062c760,Non-biased,0.8
0fabcb1f04c318fe3360fab4e4409424,Non-biased,1.0
0faeceea0fb44c08c39c773f39b59959,Biased,1.0
0fb50b7dd4f497602c3dafccbbcbee0f,Biased,0.6
0fb6ee754b031adfc0d5ffa059278a40,Biased,0.8
102ba605898066c2f4309c7dcf3faf49,Biased,0.7692307692307693
104742d3c8f24b7d41ea5144e2f6e81c,Biased,1.0
1054136710c573fb524b0080643d9ccd,Non-biased,0.6923076923076923
109611476df0023d786326423b9ce00f,Biased,0.6
10969b6bef71d64a684797423d071397,Biased,0.8
10c01feac773a6dc34270a4ba45433ab,Non-biased,0.5384615384615384
10c7443783ad999ec171d2fcc2dacac1,Biased,0.8
10e50e23134b583408712aef208fbbfb,Non-biased,1.0
10e6cca0aafc88289f66ae41d25554ba,Non-biased,1.0
10ee77885154f05fd9ab84e3ed0bd5aa,Non-biased,0.6923076923076923
116a415d335ce157f79abc83ec07f29b,Non-biased,1.0
1187dd54046dbff1c2609912139f81fd,Non-biased,0.6923076923076923
1199d63b4e528da7c55b363becaed353,Non-biased,0.5384615384615384
11a4be046ab55c2c1006d190d82e2e52,Biased,0.6
11acc544210ab7c3dca28f73b2a1d33c,Non-biased,0.8
11b1de70331cc6b26f94a2575836555c,Biased,0.6153846153846154
11c26e3a5e71092867751f5d3e49a774,Non-biased,0.8
11f967e097bb8e5472056c5e81848939,Non-biased,0.6
12167f77bfdefa2ebf7f0e37c8ad6e55,Biased,0.6923076923076923
12188632be5fc6266c2b760c0b1be850,Non-biased,1.0
1225e6638c622c68bd07c54ecfad41ec,Non-biased,1.0
1226dc6bb4ee7df89dc314b84fa6e45d,Non-biased,0.7692307692307693
122dc6c5b2d30f87d52c295269de6526,Biased,0.8
1238483fdeab39a7f05c89dc97ca6655,Non-biased,1.0
123bb0e4e8aa9009f06e079e61f2e0d5,Biased,0.8
123c5e9dd99a11e536058a235316afe7,Non-biased,1.0
124fd70d545291f922f6b773bbf3bbdc,Biased,1.0
1253c4a6baa63b42b65e9b58ea128ff5,Non-biased,0.6153846153846154
1256154739607ae0969dc2b6f04fa557,Biased,0.6923076923076923
12589bd612ab087d163897805e7a6927,Biased,1.0
12689af61e29d125e688da1447e6c98d,Biased,0.8
127ce21ffbcc90f987c36962a4a8e8db,Biased,1.0
1286f82fa9926ddb5ac04d2f8d211293,Non-biased,0.6153846153846154
128853935574fd83f47dbd18170994bd,Biased,1.0
12b0e6c31b3760720c6a181ff462641a,Non-biased,0.7692307692307693
12c5ccbddcda105639cdc0fdbdff354e,Biased,0.8
12d55e22ff38d9168b58c32ef654134e,Biased,0.6153846153846154
12d6c96a482ab3132e373379de18f726,Non-biased,0.9230769230769231
12e339aba0da135b462286e892810cad,Biased,0.6153846153846154
132602feef49b3f3d0ccaa31715fa40c,Biased,0.5384615384615384
132f4145d7ac8d8fc1bb299eab281d4e,Biased,0.8
133bf3fe3a2730a840d4536ae6734657,Non-biased,0.6923076923076923
134f171add4e7c16d0d7b78fea9a718b,Biased,0.6923076923076923
135197d73c7667012c6d893f0ef58568,Non-biased,1.0
1360cd66183bd5c841d3ad62b72bc102,Non-biased,1.0
138badfb4d594cf9c140f34f8e50a44b,Biased,1.0
13aebb9569a0f3b992e2663d1bdb89e4,Biased,0.6153846153846154
13c38a82502b90655a211c3c25210f64,Non-biased,0.6
13cf9815e5d45f4aba2c1fc91199ed9b,Biased,0.8461538461538461
13df602a9f0d74ae1e3fa5a05d134aec,Biased,0.6923076923076923
13ff36fdc4e01d94a55956a4adb2f9eb,Biased,0.6
1445b62c8076856a1c0981b363b0b68b,Non-biased,1.0
145d898323be34858379dcc915e1dbf4,Non-biased,0.9230769230769231
145daefcd75ce5beb5fe8b4910fe0408,Non-biased,0.6923076923076923
146403da5ddacef376e31db602dda5b6,Non-biased,0.6923076923076923
14649c35672a608e8d662bab3ef2d579,Biased,0.9230769230769231
147b9de037d658c01ad95a645fdc7fa7,Non-biased,1.0
149985fc135ce09faac6221ad274f32c,Non-biased,0.6923076923076923
14a062a8d29e45dd9d35e7dcc54d6e46,Non-biased,0.6
14a1851f9c50314c1cf3e8fb7acdefb7,Non-biased,0.6153846153846154
14beace639f4604f6a1963d6becbc112,Non-biased,0.6153846153846154
14c58ad4aaf7ce119354d61bf83d3cd7,Non-biased,0.9230769230769231
14d1c356cd320008d7fdbd01965bbd8d,Non-biased,0.8461538461538461
14d2919d42117f40dc28be20977c5418,Non-biased,0.8
14e343af5d5bdec067ae9072691bbfb7,Non-biased,0.8
14e8a159d91da0c7efda09fb0f4b0419,Biased,1.0
14e92c115157abe7f382844a4d21ddb5,Biased,0.9230769230769231
14f1fdd398d6f95863525393fe4b1d7f,Non-biased,1.0
14f87578a0ddcf3edf0f052577252f84,Non-biased,0.6923076923076923
150b231530a53b753df58ae3ccc49b79,Biased,0.6
15177ceb7a7801f52727971da0bf949a,Non-biased,0.8
152783373a50efa84301a765337dd7f3,Biased,0.7692307692307693
152876783dd3bad1b5e61462e36113aa,Biased,0.8461538461538461
156180127205d9b21aec9dce4ea70308,Biased,0.6923076923076923
1564dfbcefe577510236133a0a883230,Biased,0.9230769230769231
15820178b28af21842fa48a7022da23c,Non-biased,0.9230769230769231
158942f43e09c4598cdd3b46406621ca,Biased,1.0
15a6d58c177befdb3ba283c3b7053332,Non-biased,0.6153846153846154
15dca535e28a7a1e0211a7610f6328fc,Non-biased,0.8461538461538461
15f7799ac4a26b4e24ebbc47ed3d4176,Non-biased,1.0
15f8155be70d23d04e83aa201b674df1,Biased,0.6923076923076923
15f913373f71ed522a8aaccd1e3465dc,Biased,0.6
1612c88ad315a55c2c7aaabe73866ef8,Biased,0.8
1621040e3ee733c634db12f9566004bb,Non-biased,1.0
1635ce4dc85896c90947a2a1e1676376,Non-biased,0.7692307692307693
163d6a0632130b622d0e988efa415f5f,Biased,0.6
16682849f3faf2dc77d84ffbc86383ff,Biased,0.6923076923076923
16693226abbae7eabf0dcc653896a7b3,Non-biased,0.8
168629e5e80093bd64bbf1415d0df2ba,Biased,1.0
168e4bf9684018db513917b525324a76,Biased,1.0
1695e2b5b0d494d3aecbe51196170a38,Biased,0.6923076923076923
16a504d1d3e9778a925bb064eb21622b,Non-biased,1.0
16aa818a02ef40b03d3da873f73a8a6e,Non-biased,0.7692307692307693
16b058e6e1a2fa544c7c6b3f0d2e57fa,Non-biased,1.0
16bcc10085abc3020a4ba46069d0f841,Non-biased,0.6153846153846154
16c00f559ae98eb24547532f049a99aa,Biased,0.5384615384615384
16c321252b4f2aea1c4bfdc7588280ac,Biased,0.6923076923076923
16c503902c19eef5298482bab164b764,Non-biased,0.8
16cf97d04461d32dbad0c2ab7ecbfc1e,Non-biased,0.5384615384615384
16dac8a9b5a3ae1bd30ab2a7c813e196,Non-biased,1.0
16dd7aaa05d0882d5c644491d9f28b09,Non-biased,0.8461538461538461
16f14bda205424183086994067fbaf52,Non-biased,1.0
16f7e474b00fdb5c86e1580ceeddfc47,Non-biased,0.9230769230769231
171e89f3e9d7412607974ccf465536e8,Non-biased,1.0
17204b575f8b696a33cf4b21e11a6d82,Non-biased,1.0
172e5e36249e5f6f21ee0d51ed0827a6,Biased,1.0
174797ff1c66d28715acb155d5937a2b,Non-biased,1.0
17653eb38a206bcf3d3ce1fcc2fb14dc,Non-biased,1.0
1767dc352e2b9143f0c64273a74adef6,Non-biased,0.6153846153846154
176dc470cb01be370e18a3a4b5cf4ffd,Biased,0.8
176f932d743d9dde540a6d6e32fab127,Non-biased,1.0
1776419918036bfe8e50e2b7fcc2ca8b,Non-biased,0.6923076923076923
17880e736ae24cd8fa51206a872ae600,Non-biased,0.8
178e40c95dbb00dbe43b7f5aaa3b7cfd,Non-biased,1.0
179a4fa9e4171fdcc62752a986402f50,Non-biased,0.6
17a3cf935e0b1c61ba59e6230c0ffe5d,Biased,1.0
17efdb1139eba26cec93d4cedf8bdc57,Non-biased,0.7692307692307693
17f76852d27c899f4b3fd1e7b1f5068d,Biased,0.9230769230769231
17fa0c86f186934c50ef0650d1818c2b,Biased,1.0
180e0ea8ff60c792a3c20415e5f944bd,Non-biased,1.0
180fa7b4d1689930ee24e3683df512f3,Non-biased,0.8
18250feb2d142a6a3adf67d6319041f8,Non-biased,0.5384615384615384
1825e97a58a697363fc63db03f2dccf1,Biased,0.6
18362f40fbf8933142bfcfdf3215dde6,Non-biased,0.8
183d177e2c79c598886225db8c49f53c,Biased,0.7692307692307693
18470fa457942394c068fe48ad9abe70,Non-biased,1.0
185e789aba728530a890fb0a95fe1947,Biased,0.8
185f345d6991071693390fe552466c32,Biased,0.5384615384615384
1870f176167a0f6a9b299a69b93d0185,Non-biased,1.0
187cf30ed021ba010aaf94b724f35d5d,Biased,0.7692307692307693
18a13b4c2886f5b60be15badb3a57586,Non-biased,0.8
18bb58aa3820732d706310ecee67736b,Non-biased,0.8
18c738c59bc09d87bf49e951481c122f,Biased,1.0
18ce85ec6855b0949d475694d70569a6,Non-biased,0.5384615384615384
18e0e287d62ffd65f747fcde56e0fc09,Biased,1.0
18f5a97efd0ccc4f1a1b97d0eec95838,Non-biased,0.6923076923076923
18f93665296b7ea46f2af53fa10d2239,Biased,1.0
18fc2542c559eb9b67ff17aa12b10413,Non-biased,0.6
191aa965d50d5a3d81411578893124e3,Biased,0.8
191ccc6f29d0d10a98c594ffd889cd0c,Non-biased,0.8461538461538461
19278fe1188050f363841a7b3fc5e220,Non-biased,0.8
1929e2e16bb18d13288b81dabb719f65,Non-biased,0.8
1938344c3f7694e121664517308e6b9b,Non-biased,1.0
1943b1eadd4b53b3ab9dcc5588785599,Non-biased,0.8
196808df363a4a58865cef892fda4616,Biased,1.0
196eeb39f1dd9bff0c4ebc0d3edee6d5,Biased,0.9230769230769231
197038c06a4c3e70728078aee646c70e,Non-biased,0.8
19902fc64aebfd8e1b16890b082a3ed1,Non-biased,0.6923076923076923
19957da369a78c9c6a2c0f8d8c94695f,Non-biased,0.6
19b70078230d0146050b5b9e30af7c7d,Non-biased,0.8
19bdaf6023976937421389e9fb520ee9,Biased,1.0
19cbd2ad4110d3a3f2e474553fc9f581,Biased,0.6
19ccb5a62708028f56f040f18712e334,Biased,0.8461538461538461
19e63a7fca7c40b56aa2b58d8a1ca04e,Biased,0.8461538461538461
19e9c1a08f0aeae8e7f1453159fe3861,Biased,0.8
19f813291010e0bd5d4ef54cab848791,Non-biased,0.6
19fe000326b95413f13da900f787ae51,Non-biased,0.8
1a0d505ed814ccb7e2d0b7e3b968d444,Biased,1.0
1a1af766ff6a6775e16c4cbba8e5d1d8,Biased,1.0
1a29c52bd84c5571673fd25b010bc8af,Non-biased,0.5384615384615384
1a36fae695a12f321a3e75bfe06ff32d,Non-biased,0.8
1a3915b4b415cd0d43a11caab8d22666,Non-biased,0.8
1a6de83f46ca91591e78577ee5854066,Biased,0.8
1a76852ff88e86d9bcf147086ee0f9d2,Non-biased,1.0
1a820ec9e21d27fe50386d1e3faec934,Non-biased,1.0
1a862dbc708a380005c8f982334810e0,Non-biased,0.8461538461538461
1a89bf37e593f222e541e92979a8f764,Biased,1.0
1a8c57ba01741b32eb2b02fe881abbbb,Biased,0.6
1adac10ff7da3cd4725f767eb662cbd9,Non-biased,0.8
1aea1fb8060d81b9876c107fa6aff834,Biased,0.6
1aff1b98995719089f7d218eb0fa332c,Non-biased,0.7692307692307693
1b1c8cb01410854633fe1ff392fb0a87,Non-biased,0.8461538461538461
1b29c2c01455a338e9a3fb7974049163,Non-biased,0.6
1b42325c3984baf2478fd2a04a0e0ccd,Biased,1.0
1b57606e2b0402fcaa3b0195969d7dca,Non-biased,0.8
1b65315fc26e75db6c70dd936ba36f47,Non-biased,1.0
1b769b0997e35dc540eaba297953dc61,Biased,0.5384615384615384
1b78f46064aed04ace427f9c58cf2378,Non-biased,1.0
1b80366c17741cbe4f557a4e488e6db6,Non-biased,0.6
1b858799ed220d898e2a872207f66076,Non-biased,0.8461538461538461
1b8c2e10b4d9429d3e04117f440a7098,Biased,0.8
1b90f57e5f698de66f2a09cb178d72dc,Non-biased,1.0
1b966ba985565f594122e3da44b14ea8,Non-biased,1.0
1bacc229150131ad3f80a59801a3adda,Biased,1.0
1bc1ef321f8cd68ceda549d6a8a7d0ff,Non-biased,0.6153846153846154
1bd758e5d708bd79edfeea398674899d,Biased,1.0
1bdbc3ef56826d92092ab6d2633f089d,Non-biased,1.0
1be7619d24ffb4ad6180f96f16cfdc18,Non-biased,0.8
1bf8e85c1111b6a3b273eb573de86619,Biased,0.8
